"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"L47674","297.6","309.4","1326","49.8","199","No Failure"
"H29909","297.5","309.3","1459","49.7","201","No Failure"
"M15356","297.5","309.2","1530","40.0","206","No Failure"
"L47677","297.4","309.0","1505","39.2","209","No Failure"
"L47678","297.5","309.1","1611","30.2","211","No Failure"
"L47679","297.5","309.1","1515","35.1","213","No Failure"
"M15360","297.5","309.2","1804","27.4","215","No Failure"
"M15361","297.6","309.3","1464","46.2","218","No Failure"
"L47682","297.6","309.2","1390","43.3","221","No Failure"
"M15363","297.6","309.2","1442","48.1","0","No Failure"
"M15364","297.6","309.3","1529","41.9","3","No Failure"
"L47685","297.6","309.3","1610","35.0","6","No Failure"
"L47686","297.6","309.3","1543","34.3","8","No Failure"
"H29921","297.8","309.4","1445","48.2","10","No Failure"
"L47688","297.7","309.3","1893","24.6","15","No Failure"
"M15369","297.6","309.3","1415","41.3","17","No Failure"
"L47690","297.5","309.3","1564","37.5","20","No Failure"
"L47691","297.5","309.3","1479","39.4","22","No Failure"
"L47692","297.5","309.2","1426","44.8","24","No Failure"
"L47693","297.4","309.2","1428","38.8","26","No Failure"
"L47694","297.4","309.2","1620","33.2","28","No Failure"
"L47695","297.5","309.2","1715","28.0","30","No Failure"
"L47696","297.5","309.3","1732","29.9","32","No Failure"
"M15377","297.5","309.4","1391","58.2","34","No Failure"
"L47698","297.6","309.5","1924","20.6","37","No Failure"
"M15379","297.7","309.5","2027","19.8","39","No Failure"
"L47700","297.6","309.5","1617","36.2","42","No Failure"
"L47701","297.5","309.4","1497","35.8","44","No Failure"
"M15382","297.5","309.5","1448","43.7","46","No Failure"
"L47703","297.4","309.4","1401","45.9","49","No Failure"
"L47704","297.4","309.4","1620","35.4","51","No Failure"
"L47705","297.4","309.4","1466","45.5","53","No Failure"
"L47706","297.6","309.5","1373","50.6","55","No Failure"
"M15387","297.6","309.6","1592","35.8","57","No Failure"
"M15388","297.5","309.5","1553","42.4","60","No Failure"
"L47709","297.6","309.5","1569","36.2","63","No Failure"
"M15390","297.6","309.5","1709","32.2","65","No Failure"
"L47711","297.6","309.5","1549","34.9","68","No Failure"
"L47712","297.5","309.4","1443","45.4","70","No Failure"
"L47713","297.5","309.3","1675","29.8","72","No Failure"
"L47714","297.5","309.3","1623","33.4","74","No Failure"
"H29949","297.4","309.3","1365","52.4","76","No Failure"
"L47716","297.4","309.3","1759","24.8","81","No Failure"
"H29951","297.4","309.3","1516","43.0","83","No Failure"
"M15398","297.4","309.3","1499","36.8","88","No Failure"
"M15399","297.4","309.3","1775","25.8","91","No Failure"
"L47720","297.4","309.4","1473","45.5","94","No Failure"
"L47721","297.4","309.4","1296","52.3","96","No Failure"
"L47722","297.5","309.4","1803","24.7","98","No Failure"
"H29957","297.5","309.3","1563","36.1","100","No Failure"
"M15404","297.5","309.4","1831","26.6","105","No Failure"
"L47725","297.6","309.4","1958","22.1","108","No Failure"
"L47726","297.5","309.4","1809","24.3","110","No Failure"
"M15407","297.5","309.4","1482","39.3","112","No Failure"
"L47728","297.4","309.3","1332","53.2","115","No Failure"
"L47729","297.4","309.2","1437","40.4","117","No Failure"
"L47730","297.4","309.2","1698","29.4","119","No Failure"
"L47731","297.4","309.2","1274","54.3","121","No Failure"
"M15412","297.4","309.3","1622","35.0","123","No Failure"
"M15413","297.4","309.3","1564","36.0","126","No Failure"
"H29968","297.5","309.4","1368","45.3","129","No Failure"
"M15415","297.4","309.4","1539","42.2","134","No Failure"
"L47736","297.5","309.4","1357","50.1","137","No Failure"
"M15417","297.5","309.4","1433","48.3","139","No Failure"
"L47738","297.5","309.4","1650","34.6","142","No Failure"
"L47739","297.5","309.4","1503","40.6","144","No Failure"
"L47740","297.5","309.4","1318","58.2","146","No Failure"
"M15421","297.5","309.4","1678","34.4","148","No Failure"
"L47742","297.6","309.5","1574","30.9","151","No Failure"
"L47743","297.7","309.6","1529","35.2","153","No Failure"
"H29978","297.6","309.6","1669","32.1","155","No Failure"
"H29979","297.7","309.7","1570","35.8","160","No Failure"
"M15426","297.6","309.7","1541","33.7","165","No Failure"
"M15427","297.7","309.7","1680","30.2","168","No Failure"
"L47748","297.8","309.7","1935","22.1","171","No Failure"
"M15429","297.7","309.6","1596","35.2","173","No Failure"
"L47750","297.7","309.7","1498","41.0","176","No Failure"
"M15431","297.8","309.8","1676","29.0","178","No Failure"
"L47752","297.8","309.9","1351","49.0","181","No Failure"
"L47753","297.9","309.9","1472","45.0","183","No Failure"
"M15434","297.9","310.0","1439","41.7","185","No Failure"
"M15435","297.9","309.9","1410","55.4","188","No Failure"
"H29990","297.7","309.7","1440","51.1","191","No Failure"
"L47757","297.7","309.7","1591","37.7","196","No Failure"
"L47758","297.8","309.8","1533","36.8","198","No Failure"
"M15439","297.8","309.7","1700","31.3","200","No Failure"
"M15440","297.8","309.8","1798","25.5","203","No Failure"
"L47761","297.8","309.7","1394","42.9","206","No Failure"
"L47762","297.8","309.7","1341","49.2","208","No Failure"
"H29997","297.7","309.6","1697","32.2","210","No Failure"
"H29998","297.6","309.6","1419","48.2","215","No Failure"
"L47765","297.6","309.5","2001","20.5","220","No Failure"
"L47766","297.6","309.6","1501","49.8","222","Overstrain Failure"
"H30001","297.6","309.5","1623","33.1","224","No Failure"
"L47768","297.6","309.4","1628","33.4","229","No Failure"
"L47769","297.6","309.4","1491","40.2","231","No Failure"
"L47770","297.5","309.4","1517","36.7","233","No Failure"
"H30005","297.5","309.3","1525","41.7","235","No Failure"
"H30006","297.5","309.5","1668","27.9","240","No Failure"
"L47773","297.5","309.6","1312","50.7","0","No Failure"
"H30008","297.6","309.6","1278","50.4","2","No Failure"
"M15455","297.6","309.6","1330","53.1","7","No Failure"
"M15456","297.6","309.6","1530","37.3","10","No Failure"
"H30011","297.6","309.6","1428","46.6","13","No Failure"
"L47778","297.7","309.6","1480","47.9","18","No Failure"
"H30013","297.7","309.7","1616","31.1","20","No Failure"
"L47780","297.8","309.7","1547","37.3","25","No Failure"
"L47781","297.9","309.7","2194","16.8","27","No Failure"
"L47782","297.9","309.8","2000","21.3","29","No Failure"
"L47783","297.9","309.8","1336","71.6","31","Power Failure"
"L47784","297.9","309.9","1542","33.8","33","No Failure"
"M15465","297.9","309.8","1693","29.9","35","No Failure"
"L47786","297.9","309.8","1461","50.5","38","No Failure"
"M15467","298.0","309.9","1565","33.9","40","No Failure"
"L47788","298.0","309.9","1403","47.7","43","No Failure"
"L47789","298.1","309.9","1629","32.5","45","No Failure"
"L47790","298.1","310.0","1534","33.7","47","No Failure"
"L47791","298.1","310.0","1553","40.9","49","No Failure"
"L47792","298.1","309.9","1563","32.8","51","No Failure"
"L47793","298.1","309.9","1634","30.0","53","No Failure"
"M15474","298.0","309.9","1445","45.2","55","No Failure"
"L47795","298.1","309.9","1642","30.4","58","No Failure"
"H30030","298.1","309.9","1686","29.1","60","No Failure"
"M15477","298.1","310.0","1393","43.1","65","No Failure"
"H30032","298.2","310.0","1433","44.2","68","No Failure"
"L47799","298.3","310.0","1507","44.7","73","No Failure"
"M15480","298.3","310.1","1389","49.6","75","No Failure"
"L47801","298.3","310.1","1408","45.3","78","No Failure"
"M15482","298.4","310.2","1725","32.0","80","No Failure"
"L47803","298.4","310.1","1926","23.7","83","No Failure"
"H30038","298.3","310.1","1509","37.6","85","No Failure"
"L47805","298.3","310.1","1545","36.3","90","No Failure"
"L47806","298.4","310.1","1533","35.2","92","No Failure"
"L47807","298.4","310.1","1455","42.2","94","No Failure"
"M15488","298.4","310.1","1335","57.8","96","No Failure"
"L47809","298.3","310.1","1523","45.9","99","No Failure"
"L47810","298.3","310.0","1460","47.6","101","No Failure"
"L47811","298.4","310.0","1554","37.3","103","No Failure"
"H30046","298.3","310.0","1419","47.1","105","No Failure"
"L47813","298.3","310.0","1442","43.9","110","No Failure"
"L47814","298.3","309.9","1507","41.6","112","No Failure"
"L47815","298.3","310.0","1858","23.9","114","No Failure"
"L47816","298.3","309.9","1463","43.9","116","No Failure"
"L47817","298.2","309.7","1585","37.4","118","No Failure"
"L47818","298.0","309.6","1536","37.3","120","No Failure"
"L47819","298.0","309.6","1403","51.3","122","No Failure"
"M15500","297.9","309.6","1515","38.8","124","No Failure"
"L47821","297.9","309.5","1390","47.9","127","No Failure"
"M15502","297.8","309.4","1226","58.7","129","No Failure"
"M15503","297.8","309.4","1495","36.5","132","No Failure"
"H30058","297.7","309.4","1608","30.2","135","No Failure"
"L47825","297.7","309.4","1392","44.1","140","No Failure"
"M15506","297.7","309.4","1461","43.7","142","No Failure"
"L47827","297.7","309.3","1559","36.9","145","No Failure"
"H30062","297.7","309.3","1400","48.9","147","No Failure"
"M15509","297.7","309.2","1732","28.8","152","No Failure"
"L47830","297.6","309.2","1611","33.1","155","No Failure"
"L47831","297.6","309.1","1503","38.9","157","No Failure"
"L47832","297.7","309.2","1391","44.5","159","No Failure"
"L47833","297.8","309.3","2015","20.1","161","No Failure"
"L47834","297.8","309.2","1683","30.9","163","No Failure"
"L47835","297.7","309.1","1435","38.8","165","No Failure"
"M15516","297.7","309.1","1732","28.1","167","No Failure"
"L47837","297.7","309.2","1365","58.6","170","No Failure"
"L47838","297.7","309.1","1562","36.8","172","No Failure"
"L47839","297.6","309.1","1449","49.1","174","No Failure"
"M15520","297.7","309.2","1700","27.4","176","No Failure"
"M15521","297.6","309.0","1427","45.6","179","No Failure"
"M15522","297.6","308.9","1479","38.1","182","No Failure"
"L47843","297.5","308.9","1469","44.0","185","No Failure"
"L47844","297.5","308.9","1390","47.4","187","No Failure"
"L47845","297.5","308.9","1729","28.1","189","No Failure"
"L47846","297.5","309.0","1470","43.5","191","No Failure"
"L47847","297.5","308.9","1459","48.5","193","No Failure"
"L47848","297.5","308.9","1738","24.0","195","No Failure"
"H30083","297.5","308.9","1471","37.7","197","No Failure"
"L47850","297.6","309.0","1822","25.4","202","No Failure"
"L47851","297.5","308.9","1554","34.8","204","No Failure"
"M15532","297.6","308.9","1433","43.2","206","No Failure"
"L47853","297.6","308.9","1449","47.7","209","No Failure"
"L47854","297.8","309.0","1456","41.2","0","No Failure"
"M15535","297.8","309.1","1424","45.5","2","No Failure"
"H30090","297.9","309.2","1577","34.7","5","No Failure"
"L47857","297.9","309.2","1478","39.7","10","No Failure"
"M15538","297.8","309.2","1295","61.2","12","No Failure"
"L47859","297.8","309.2","1372","47.3","15","No Failure"
"M15540","297.8","309.1","1432","42.6","17","No Failure"
"M15541","297.7","309.0","1656","33.2","20","No Failure"
"H30096","297.8","309.0","1410","48.8","23","No Failure"
"L47863","297.7","309.0","1874","24.4","28","No Failure"
"L47864","297.7","309.0","1538","43.2","30","No Failure"
"M15545","297.7","309.0","1636","29.7","32","No Failure"
"M15546","297.7","309.0","1504","40.4","35","No Failure"
"M15547","297.7","309.0","1531","42.4","38","No Failure"
"H30102","297.6","309.0","1735","26.4","41","No Failure"
"H30103","297.6","309.0","1354","55.6","46","No Failure"
"H30104","297.6","309.0","1413","40.2","51","No Failure"
"L47871","297.7","309.1","1563","39.3","56","No Failure"
"L47872","297.7","309.1","1479","42.1","58","No Failure"
"L47873","297.7","309.1","1477","38.3","60","No Failure"
"L47874","297.6","309.1","1394","50.0","62","No Failure"
"L47875","297.6","309.0","1487","45.4","64","No Failure"
"M15556","297.6","309.0","1815","25.3","66","No Failure"
"M15557","297.6","308.8","1453","39.7","69","No Failure"
"L47878","297.6","308.8","1539","40.2","72","No Failure"
"H30113","297.5","308.7","1416","39.2","74","No Failure"
"M15560","297.6","308.8","1683","31.6","79","No Failure"
"L47881","297.7","308.8","1515","40.1","82","No Failure"
"M15562","297.7","308.9","1531","48.3","84","No Failure"
"H30117","297.7","308.9","1479","40.9","87","No Failure"
"L47884","297.7","308.9","1516","33.7","92","No Failure"
"L47885","297.7","309.0","1507","38.2","94","No Failure"
"M15566","297.8","309.0","1434","43.3","96","No Failure"
"L47887","297.7","308.9","1838","27.3","99","No Failure"
"M15568","297.6","308.8","1416","45.9","101","No Failure"
"M15569","297.6","308.8","1357","49.7","104","No Failure"
"M15570","297.5","308.7","1697","28.1","107","No Failure"
"L47891","297.5","308.7","1443","46.2","110","No Failure"
"L47892","297.5","308.7","1453","37.6","112","No Failure"
"L47893","297.4","308.6","1439","46.4","114","No Failure"
"L47894","297.4","308.6","1609","36.2","116","No Failure"
"L47895","297.4","308.6","1324","59.1","118","No Failure"
"H30130","297.4","308.6","1420","45.8","120","No Failure"
"L47897","297.4","308.7","1545","36.9","125","No Failure"
"L47898","297.5","308.8","1477","39.0","127","No Failure"
"L47899","297.4","308.8","1447","58.1","129","No Failure"
"L47900","297.4","308.9","1809","23.8","131","No Failure"
"L47901","297.5","308.9","1696","30.9","133","No Failure"
"L47902","297.5","308.9","1427","44.7","135","No Failure"
"M15583","297.4","308.9","1500","46.3","137","No Failure"
"L47904","297.5","308.9","1390","44.6","140","No Failure"
"L47905","297.4","308.8","1640","34.2","142","No Failure"
"M15586","297.4","308.8","1628","37.4","144","No Failure"
"H30141","297.3","308.6","1499","37.6","147","No Failure"
"M15588","297.4","308.7","1425","50.3","152","No Failure"
"L47909","297.3","308.6","1586","37.7","155","No Failure"
"M15590","297.3","308.6","1471","50.7","157","No Failure"
"M15591","297.3","308.6","1431","53.0","160","No Failure"
"L47912","297.2","308.6","1924","22.1","163","No Failure"
"M15593","297.1","308.4","1421","42.0","165","No Failure"
"H30148","297.0","308.4","1305","54.6","168","No Failure"
"L47915","296.9","308.4","1557","32.4","173","No Failure"
"L47916","296.9","308.3","1555","38.2","175","No Failure"
"H30151","296.9","308.3","1474","39.2","177","No Failure"
"L47918","296.8","308.3","1506","45.9","182","No Failure"
"L47919","296.9","308.4","1390","41.8","184","No Failure"
"M15600","296.9","308.4","1450","46.9","186","No Failure"
"L47921","296.9","308.3","1513","38.8","189","No Failure"
"L47922","296.8","308.2","1643","34.7","191","No Failure"
"L47923","296.8","308.2","1361","53.8","193","No Failure"
"L47924","296.7","308.1","1450","40.9","195","No Failure"
"L47925","296.7","308.0","1451","50.7","197","No Failure"
"L47926","296.8","308.1","1289","62.0","199","Overstrain Failure"
"L47927","296.8","308.1","1356","48.3","201","No Failure"
"H30162","296.7","308.1","1528","46.3","203","No Failure"
"L47929","296.6","308.0","1978","22.3","208","No Failure"
"L47930","296.7","308.0","1535","36.8","210","No Failure"
"M15611","296.8","308.1","1843","24.2","212","No Failure"
"L47932","296.9","308.1","1422","48.7","215","No Failure"
"L47933","296.8","308.0","1536","40.4","217","No Failure"
"M15614","296.9","308.1","1483","44.3","219","No Failure"
"H30169","296.8","308.1","1492","43.7","222","No Failure"
"L47936","296.8","308.0","1584","40.4","227","No Failure"
"L47937","296.9","308.1","1555","33.7","229","No Failure"
"L47938","296.8","308.0","1497","41.7","231","No Failure"
"M15619","296.7","307.8","1537","36.3","233","No Failure"
"L47940","296.7","307.8","1505","39.4","236","No Failure"
"L47941","296.7","307.8","1646","34.6","238","No Failure"
"M15622","296.7","307.8","1286","60.5","0","No Failure"
"L47943","296.7","307.8","1400","47.5","3","No Failure"
"L47944","296.8","307.9","1337","56.5","5","No Failure"
"L47945","296.9","308.0","1332","53.9","7","No Failure"
